,mod,wt,km_10,km_100,km_1000,gmm_10,gmm_100
101496,0,1,4,19,652,4,20
101499,0,36,4,75,250,0,42
101498,2,9,4,54,61,0,42
101012,0,10,4,36,696,1,29
103497,0,82,4,75,61,0,42
103496,2,68,4,12,743,0,42
100368,2,1,4,75,962,0,42
92098,126,2264,4,89,321,6,54
92095,2,18,9,10,596,7,63
100365,3,670,4,76,871,6,77
100366,0,44,5,23,93,3,44
85613,2,9,4,85,663,6,91
85612,126,2264,4,97,336,8,51
85611,126,2264,4,97,105,8,20
85610,0,22,4,8,563,9,61
85617,2,1,4,43,446,2,74
85616,71,1,4,1,227,7,11
85615,2,943,4,12,430,3,33
85614,2,30,4,12,430,3,33
100360,2,660,4,76,871,6,98
85619,126,2264,4,12,529,6,42
85618,126,2264,4,84,729,6,7
92090,126,2264,4,84,729,6,54
92093,126,2264,6,62,40,9,14
100363,2,234,4,12,162,6,79
145680,1,1,9,41,518,2,69
110953,31,1,4,84,182,8,16
145682,2,2020,4,97,973,8,3
626447,1,5,9,82,357,7,19
110956,2,68,7,52,254,3,16
145685,0,2026,0,67,992,0,15
145686,1,5,1,55,641,3,65
110955,0,1,4,12,260,0,79
89969,2,1687,7,39,732,8,10
89968,0,22,4,12,50,4,52
108829,0,1,9,51,363,2,98
108828,1,59,4,88,91,5,47
89965,126,2264,4,85,9,7,70
89964,0,13,4,84,802,6,7
89967,0,35,4,49,758,3,33
89966,0,35,4,92,926,7,63
89961,2,1,4,12,710,9,41
89960,0,1,9,7,487,2,74
108821,1,1,7,63,929,9,93
108820,2,1,5,11,36,7,63
87109,126,2264,4,85,410,7,63
87108,2,1508,4,84,491,2,64
87101,0,49,4,81,229,8,82
87100,126,2264,4,75,139,0,42
87103,0,1907,4,92,562,7,11
87102,126,2264,9,69,96,7,98
87105,126,2264,4,72,335,5,36
87104,126,2264,3,61,8,9,9
87107,0,36,4,12,710,1,41
87106,126,2264,4,43,446,2,24
2659300,0,1,0,67,208,1,15
2659301,1,5,4,54,718,0,91
95942,2,13,5,99,666,3,73
95943,0,22,9,69,670,6,98
95940,2,475,4,63,832,9,67
95941,1,3,4,85,694,1,70
95946,0,1,7,39,739,8,10
95947,0,3,7,52,585,9,16
95944,2,1462,4,12,776,3,72
95945,2,668,9,51,363,2,98
95948,0,3,4,31,69,8,47
95949,2,76,4,59,69,8,47
110639,2,68,9,10,889,2,98
110638,1,30,4,10,30,0,91
110637,0,21,4,10,30,7,45
110636,1,83,9,25,315,2,64
88708,2,1908,4,84,704,6,7
88709,2,7,4,56,714,5,55
88702,2,44,4,76,871,7,76
88703,2,1909,4,36,727,2,69
88700,2,1,5,85,966,0,60
88701,2,7,4,81,332,2,82
88706,126,2264,4,97,941,8,20
88707,2,373,9,25,141,2,24
88704,2,30,4,55,101,7,65
88705,2,106,4,43,348,2,64
2679557,1,5,7,52,233,7,11
2679556,1,2,9,63,541,9,67
2679558,2,80,4,10,30,6,98
2488477,3,159,4,1,466,7,11
96419,0,3,4,12,632,6,77
96418,2,13,4,12,123,6,5
96415,0,5,0,15,862,0,32
96414,2,90,4,78,754,0,90
96417,0,3,4,12,743,3,81
96416,0,52,4,1,562,7,11
96411,7,5,5,85,247,7,65
96410,2,19,9,10,663,7,23
96413,2,13,5,44,317,0,60
96412,126,2264,9,43,291,2,29
94309,0,62,4,1,227,7,11
94308,3,41,4,1,504,7,79
94303,2,7,9,80,80,7,63
94302,0,3,4,43,446,2,82
94301,0,3,4,1,227,7,11
94300,2,239,4,1,227,7,11
94307,3,232,4,12,162,4,7
94306,2,14,5,44,209,9,12
94305,0,47,5,11,625,9,60
94304,2,2,5,11,697,3,49
90819,2,1910,5,11,625,9,9
90818,3,95,9,73,594,2,35
90813,126,2264,4,73,151,6,98
90811,0,3,4,74,985,9,44
90810,0,1,9,25,725,6,98
90817,2,382,4,12,868,7,63
90816,2,487,4,81,332,2,82
90815,3,157,9,73,151,6,74
90814,126,2264,9,76,547,6,98
97458,3,2,4,84,182,6,7
97459,0,131,5,44,551,3,12
97452,0,723,4,85,405,6,98
97453,0,1,4,89,119,6,54
97450,1,2,4,85,257,3,44
97451,1,3,4,56,58,5,55
97456,0,1,4,76,632,6,72
97457,126,2264,7,5,285,8,43
97454,0,1,4,19,4,1,53
97455,0,9,4,98,795,0,60
118329,1,5,4,30,555,2,34
118328,1,2,4,31,395,2,83
2771250,1,2,4,75,962,0,42
118327,0,1,4,73,151,6,44
118326,1,83,4,78,186,0,42
118321,1,5,9,22,607,7,45
118320,1,2,4,35,259,2,82
118323,1,1,9,73,366,2,54
118322,0,1,4,12,162,6,42
99508,0,3,9,43,291,6,98
99509,0,3,9,73,151,2,74
99506,1,2,9,16,523,3,35
99507,0,135,4,88,91,2,57
99504,0,5,4,84,244,5,54
99505,126,2264,4,12,529,9,61
99502,2,12,4,59,370,2,77
99503,2,13,4,75,250,0,42
99500,0,11,4,12,162,0,42
99501,0,35,7,5,136,8,10
90105,0,1,1,18,849,7,4
90104,2,234,4,75,139,0,42
90107,3,1550,0,15,893,0,32
90106,3,1116,4,84,729,0,91
90101,0,1,4,12,198,6,98
90100,2,97,4,0,346,6,40
90103,0,12,5,49,482,1,88
90102,2,290,4,1,504,7,79
90109,2,1,9,21,726,7,92
90108,0,1,4,75,962,0,42
95160,0,105,4,78,186,0,81
95161,0,105,4,78,279,3,81
95162,0,105,9,49,752,9,41
95163,0,12,4,62,634,1,99
95164,2,1,4,78,279,0,42
95165,0,1,9,69,574,2,72
95166,1,5,4,1,466,7,11
95167,126,2264,4,68,639,5,43
95168,4,524,4,12,289,9,96
95169,0,3,4,1,227,7,11
90188,2,227,4,12,868,7,11
110699,1,1,9,7,52,3,73
90186,126,2264,5,52,601,7,49
110698,1,5,9,10,235,3,1
89459,0,12,9,10,596,7,63
110694,1,2,4,68,971,6,7
94488,0,22,9,10,602,6,98
94489,0,1041,4,75,962,0,42
91478,0,520,4,80,80,7,63
91476,3,1914,4,12,898,7,63
94485,2,92,4,59,763,5,3
94486,0,12,9,99,52,2,98
94487,2,25,2,29,457,3,2
94480,0,1571,9,6,398,2,64
94481,2,22,4,2,877,8,43
94482,2,9,4,2,630,6,54
94483,2,13,2,29,383,8,80
93324,1,5,7,52,383,1,10
104066,0,21,4,5,805,8,10
101017,3,1915,4,36,114,8,69
101016,2,65,2,29,383,8,80
101011,1,5,4,75,962,0,42
104062,2,88,4,12,162,0,42
111223,2,68,4,85,414,0,60
111222,1,1,4,68,733,8,5
111221,2,1,4,12,198,7,98
111220,2,1,4,78,743,0,42
111227,1,3,4,10,30,2,29
101013,0,36,5,85,899,6,74
111225,2,1,9,36,245,3,29
111224,1,5,7,91,90,8,10
111228,1,2,9,76,4,3,82
110574,1,2,9,22,965,2,74
110575,1,1916,4,1,174,7,79
110576,1,5,4,93,403,8,47
110577,2,1,4,12,867,8,47
110578,0,1,4,41,41,2,77
110579,1,5,9,62,40,9,14
91559,0,12,9,25,725,7,63
91558,3,729,9,6,878,7,63
91551,0,12,5,11,282,0,91
91550,3,162,8,26,740,6,40
91553,126,2264,4,1,174,7,11
98664,0,12,4,1,174,7,11
98665,0,3,4,59,188,8,47
98666,1,2,4,12,353,9,21
98667,0,10,0,12,411,0,90
98660,2,414,4,12,529,9,61
98661,2,22,4,22,965,2,64
98662,0,10,4,97,65,0,3
98663,0,50,4,98,481,0,42
91555,3,1,9,76,871,6,98
98668,1,3,9,10,602,6,98
98669,1,3,9,22,409,2,45
103625,0,10,0,37,649,5,26
91557,0,1917,4,28,308,4,94
91556,58,1537,4,28,308,4,94
104485,2,1486,4,28,759,0,71
104484,2,1,4,28,308,8,20
104487,1,2,4,45,467,0,71
104486,1,2,4,28,308,4,94
104481,0,1,4,12,162,6,74
104480,2,1,4,72,335,5,3
104483,0,1,7,52,533,7,16
104482,0,12,9,22,965,2,74
104489,1,2,4,1,227,7,11
104488,2,7,4,5,702,7,11
98592,1,3,4,94,428,5,33
98593,0,36,4,12,9,7,76
98590,0,3,4,19,652,1,44
98591,0,69,9,69,464,3,35
98596,1,1,9,25,133,7,35
98597,1,1,9,7,179,1,73
98594,2,427,4,74,928,3,28
98595,1,3,4,65,430,3,99
98598,0,1,5,85,648,2,49
98599,2,2,4,10,337,7,54
104739,0,35,4,43,348,2,64
104738,2,76,4,72,335,5,36
104737,2,102,9,76,853,2,82
104736,2,68,4,89,558,8,36
104735,1,2,4,89,575,7,36
104734,2,30,7,52,7,2,69
104733,1,1,7,91,724,8,10
104732,2,13,7,52,533,8,10
104731,2,13,4,29,805,4,18
104730,2,1,4,68,639,8,54
105288,2,13,4,12,933,6,7
105289,2,1,5,24,851,1,93
105280,1,2,5,55,463,3,4
105281,0,21,4,49,758,2,77
105282,0,1919,4,49,391,2,69
105283,2,68,4,10,982,6,98
105284,2,68,4,35,259,2,43
105285,1,5,4,84,182,6,7
105286,2,68,4,59,370,8,47
105287,2,2,4,43,446,2,64
101666,0,12,7,5,285,8,10
89068,126,2264,4,84,814,6,5
89069,126,2264,4,75,962,0,42
2654532,2,13,4,12,868,2,64
2654534,1,83,4,1,227,7,11
106398,2,1922,9,51,809,2,98
106396,1,2,9,51,809,3,98
106395,2,30,4,84,983,6,98
106394,0,1,4,75,250,0,42
106393,1,2,4,28,477,4,25
106392,1,3,9,28,12,4,68
106391,1,2,4,72,207,5,55
106390,2,1,9,76,853,6,98
102889,2,30,4,76,187,6,77
102888,2,21,4,75,962,0,42
102887,2,13,8,0,2,9,66
102886,2,146,4,78,194,0,42
102885,0,3,9,25,96,6,64
102884,0,3,1,18,435,3,65
102883,1,2,4,10,198,6,98
102882,0,5,5,98,590,0,60
102881,0,1,4,84,391,2,77
102880,0,35,9,6,361,2,64
89064,126,2264,4,75,250,0,42
89065,126,2264,9,25,680,2,69
106641,1,83,7,39,732,9,16
106640,2,44,9,73,366,7,35
106643,1,5,4,75,962,0,42
106642,126,2264,4,49,499,6,40
106645,1,5,4,12,289,9,96
106644,2,67,4,89,806,6,82
106646,1,2,4,85,483,7,60
102779,0,12,9,7,210,2,74
102778,0,1,5,11,503,0,60
1087915,0,1612,4,0,346,6,40
102770,1,1,4,76,50,7,79
102773,2,139,4,92,562,7,11
102772,1,1923,4,68,902,7,54
102775,0,21,4,49,327,2,88
102774,0,3,4,75,962,0,42
2526398,2,3,4,85,265,1,70
1087912,7,1613,4,68,902,6,7
112065,2,1,4,19,127,3,53
112066,0,12,9,30,26,2,69
112067,1,83,4,90,963,9,96
112068,0,1,4,85,483,3,69
112069,1,5,5,85,966,0,65
109386,0,1,4,5,7,2,69
107116,1,2,4,84,729,6,79
107117,2,13,5,44,606,7,63
107115,1,1,4,12,476,7,63
107112,1,5,5,51,329,2,73
107110,1,2,4,12,710,9,41
107111,1,5,4,81,154,8,82
107118,0,10,5,85,307,6,49
107119,2,656,4,89,933,6,39
108597,1,5,4,30,555,2,8
108596,1,2,4,28,671,4,52
108595,1,1,4,2,447,8,20
108592,1,5,4,12,973,8,20
108591,1,68,4,1,420,7,79
108590,1,2,9,74,217,3,35
108599,0,287,4,63,270,9,48
108598,1,5,4,1,227,7,11
88544,0,5,9,83,89,7,76
88545,2,735,5,6,398,7,63
88546,2,13,4,84,125,7,35
88547,126,2264,9,25,313,7,63
109640,0,283,5,6,209,1,12
109641,1,5,1,55,641,7,65
109642,1,5,9,74,427,3,28
88543,126,2264,9,22,596,7,63
88548,2,65,9,73,999,7,63
88549,2,25,4,12,776,6,98
103918,0,10,9,25,427,3,28
103919,2,1,5,11,163,1,12
103912,1,1,4,12,174,6,79
103913,2,36,4,97,424,8,43
103910,2,259,4,2,528,6,54
103911,3,2,4,42,626,5,33
103916,2,30,4,89,314,6,35
103914,0,1,4,76,370,6,77
103915,0,1,4,90,289,1,96
2675754,2,1,4,1,227,7,11
2675752,1,2,4,59,188,5,47
2675751,0,36,4,1,227,7,11
2675750,1,5,4,12,151,6,98
86241,2,1929,4,78,194,0,81
86240,3,1930,9,69,574,2,64
86243,0,35,4,35,259,1,6
86242,0,9,4,76,633,7,72
86245,2,9,4,49,752,9,88
86244,2,290,4,89,391,2,39
86247,2,290,7,52,233,9,46
86246,2,1931,4,1,562,7,63
86249,2,276,9,10,196,6,63
86248,126,2264,4,73,151,3,81
101514,0,10,4,10,243,6,98
101515,2,67,4,12,162,6,61
101516,2,76,9,22,570,7,8
101517,2,7,7,39,732,8,16
101511,1,1,4,84,729,6,54
101512,0,82,4,1,466,7,11
101513,0,415,9,76,309,7,76
101518,2,37,4,90,963,9,9
101519,2,13,4,42,21,5,33
86865,126,2264,4,49,243,3,65
86864,3,464,4,2,199,8,5
86867,0,1,7,52,533,8,51
86866,3,1467,4,10,198,6,98
86861,126,2264,4,85,187,7,70
86860,2,13,4,43,446,2,64
86863,2,336,4,2,491,6,7
86862,126,2264,4,24,423,8,93
109768,1,5,4,43,348,2,64
86869,126,2264,4,43,291,2,64
86868,0,36,4,75,962,0,42
87457,126,2264,4,2,212,8,5
109766,126,2264,4,84,729,6,98
87455,126,2264,1,55,911,3,4
109764,1,2,4,22,965,2,74
87453,126,2264,9,90,84,9,96
109762,2,1,9,69,278,3,58
87451,126,2264,4,12,306,6,24
87450,126,2264,4,80,80,7,63
2649075,2,1,4,12,162,7,42
2649076,2,13,4,12,306,7,42
2516269,1,1,4,84,941,8,43
93957,126,2264,4,84,971,6,43
93956,126,2264,4,31,344,1,0
96706,2,9,4,56,714,5,55
93953,65,1394,4,56,714,5,55
93951,1,1,6,13,3,9,30
96702,0,3,9,7,368,2,65
94974,0,50,4,12,306,8,29
94975,2,13,7,52,327,4,46
94976,0,1,4,75,414,0,42
94977,2,7,5,6,290,9,12
94970,2,13,4,88,91,2,57
94971,3,2,4,3,70,0,83
94972,0,5,4,31,15,0,90
94973,1,5,4,75,414,0,42
94978,0,3,4,12,162,6,7
94979,0,1089,7,24,598,8,93
111021,1,1,4,78,186,0,81
111020,1,2,4,78,186,0,42
111023,1,2,4,63,541,6,54
111022,1,2,4,12,631,9,96
105741,1,2,4,49,78,2,77
110778,126,2264,9,83,89,7,76
110779,2,2,4,84,125,6,32
110776,1,83,4,76,663,2,86
110777,1,1,9,49,515,2,74
110774,1,1,4,76,50,6,98
110775,1,1,4,63,832,8,67
110772,0,30,4,21,532,4,62
110773,0,1,4,72,592,7,36
110770,1,5,9,99,52,2,98
110771,1,1,4,12,348,6,98
105742,1,2,4,59,370,2,11
105745,1,2,9,49,487,7,63
105744,1,2,4,84,182,6,7
105747,1,5,4,49,225,2,88
97257,1,2,4,12,123,0,91
97258,0,3,5,32,252,1,85
111798,1,2,4,2,212,6,54
97259,2,1933,5,11,282,0,60
111793,1,59,4,75,61,0,42
111792,0,1934,4,54,718,0,60
111791,126,2264,5,85,0,1,70
111790,1,1,4,97,105,8,43
111797,1,2,4,68,422,8,5
111796,1,2,0,37,479,5,26
111795,1,1,8,57,81,6,40
111794,0,1,1,55,641,7,65
111406,126,2264,9,10,196,6,98
3187537,126,2264,4,12,123,9,61
88330,2,1039,4,2,199,8,54
111400,126,2264,4,49,499,2,88
88575,126,2264,9,7,457,3,98
88574,126,2264,4,12,9,7,63
92989,2,57,3,96,364,1,9
92988,2,151,1,55,463,3,4
92987,0,22,4,12,306,6,77
92986,0,50,9,76,871,6,79
92985,7,118,4,12,50,6,98
92984,126,2264,9,25,278,7,98
92983,2,189,4,10,30,6,98
92982,3,111,4,49,758,2,23
92981,0,22,1,18,408,3,65
92980,0,523,4,68,902,6,32
96608,2,13,4,80,667,5,63
96609,3,752,9,7,324,2,73
96604,86,1048,9,25,725,3,33
96605,2,50,4,78,194,0,42
96606,3,1936,4,78,186,0,42
96607,0,50,9,76,898,7,63
96600,2,730,4,85,899,6,74
96601,126,2264,5,54,282,0,60
96602,2,350,9,84,814,6,5
96603,2,13,9,22,331,2,45
88577,125,2209,4,12,946,7,63
88576,125,1937,4,89,369,6,98
2225895,126,2264,4,72,211,7,36
88571,2,44,4,36,745,2,77
88570,3,502,4,12,306,2,77
88573,126,2264,4,46,751,0,59
89356,2,170,4,76,217,3,96
94118,2,13,4,54,61,0,42
94119,0,105,4,12,162,6,7
88572,0,3,4,1,369,2,64
94112,2,1702,9,7,196,6,74
94113,0,105,9,76,871,7,17
94110,1,2,4,10,369,6,98
94111,1,2,9,99,368,3,73
94116,2,53,4,12,370,6,61
94117,2,13,4,12,824,7,63
94114,2,1103,9,76,853,7,65
94115,0,22,4,75,826,0,42
90608,0,12,4,85,548,1,70
90609,2,53,4,74,374,9,28
90602,0,1,4,10,405,6,98
90603,2,139,4,49,758,6,98
90600,0,12,5,11,666,7,98
90601,2,917,4,75,250,0,42
90606,2,1077,4,75,962,0,42
90607,15,277,1,55,6,3,65
90604,2,1,4,90,822,9,96
90605,2,129,4,12,123,8,47
104801,1,5,1,55,755,7,4
104800,0,346,3,96,661,9,9
104803,0,21,4,1,536,7,79
104802,2,14,4,12,174,7,79
104805,1,5,8,26,2,6,40
104804,1,5,1,55,911,7,65
112668,2,1,9,73,546,7,11
112669,1,1,4,73,546,7,11
112666,2,0,5,11,283,7,76
112667,2,1,4,10,198,7,63
112664,1,5,3,96,118,9,61
112665,2,1,0,37,479,5,26
112662,2,1,1,18,404,7,65
112663,1,2,4,36,452,2,77
112660,1,2,4,55,101,3,4
112661,2,44,9,6,398,2,64
99779,2,25,5,11,850,1,70
99778,0,12,4,12,663,6,98
95647,2,102,4,76,608,1,41
95646,3,2,4,12,520,6,77
95641,2,13,9,76,515,6,69
95640,0,50,4,12,957,2,70
95643,126,2264,4,92,79,7,11
95642,2,260,5,11,274,2,49
99771,0,36,4,1,944,7,11
99770,0,3,9,69,380,4,58
99773,3,657,4,78,743,0,42
99772,0,1938,4,68,971,8,54
99775,0,73,4,85,405,2,74
99774,23,199,4,88,91,9,57
99777,2,1939,4,84,729,6,98
99776,54,309,9,10,889,2,86
109402,1,5,4,31,15,4,51
109403,1,1,5,6,547,9,44
109400,1,2,4,68,300,8,54
109401,1,5,4,84,971,6,7
109406,1,5,4,73,580,3,81
109404,1,1,4,78,743,0,42
109405,1,5,4,78,112,0,81
147527,2,1,4,84,125,6,54
147529,1,2,5,85,750,6,69
147528,1,1,4,12,244,2,74
106988,1,2,4,10,982,6,54
106989,1,5,1,55,6,7,4
106980,1,59,4,59,69,8,20
106981,1,922,5,51,329,2,98
106986,2,9,4,84,841,2,82
106987,1,5,4,53,173,8,78
106984,1,1,4,12,520,3,81
106985,1,2,4,88,91,9,57
92514,2,144,4,75,826,0,42
107056,1,2,4,49,180,3,88
92516,126,2264,4,78,279,0,42
107054,1,5,4,36,696,2,77
92510,2,1,4,78,279,0,81
92511,2,51,5,85,415,1,70
92512,2,281,4,84,729,6,7
92513,2,9,4,76,50,7,63
92518,3,55,9,76,633,2,64
92519,0,35,4,2,105,8,3
107059,0,12,4,59,188,8,47
107058,1,83,9,77,989,3,65
110985,1,1,4,12,162,6,7
110984,1,2,4,5,369,4,10
110987,1,2,9,25,515,6,74
110986,0,52,4,2,447,8,20
110981,2,9,4,1,138,1,11
110980,1,59,4,75,962,0,42
110983,1,59,4,12,314,6,40
110982,0,1,4,36,676,2,69
91469,126,2264,4,84,729,6,7
94496,2,189,4,75,962,0,42
100913,0,12,4,12,632,6,77
100912,2,1,4,54,139,0,42
100911,2,44,9,73,546,7,35
100910,2,44,9,6,361,9,49
100917,1,2,4,1,227,7,11
100916,0,12,4,1,227,7,11
100915,0,10,4,84,182,6,7
100914,0,3,4,32,708,1,85
100919,2,1942,4,76,520,9,60
100918,126,2264,4,76,673,6,40
108077,1,83,4,5,480,2,46
94499,0,116,4,5,663,2,69
91466,45,207,4,50,617,1,95
101068,1,1,9,73,151,6,44
101069,0,12,4,76,391,2,77
93395,2,13,4,1,466,7,79
93394,126,2264,9,10,853,7,1
93397,2,335,9,77,990,7,35
93396,0,3,4,50,617,7,63
93391,2,76,4,12,289,9,78
93390,0,2132,5,6,209,6,98
101062,0,50,4,10,243,7,98
93392,0,3,9,82,580,3,74
85468,126,2264,7,24,82,8,93
85469,2,189,4,89,663,6,54
85460,2,13,4,5,234,7,46
85461,68,1739,4,49,499,6,74
85462,0,3,9,25,662,7,63
85463,3,2090,4,54,718,0,91
85464,2,102,9,73,133,7,63
85465,0,1002,4,12,529,9,61
85466,126,2264,4,12,420,7,79
85467,2,413,9,25,278,7,76
98417,0,69,7,52,533,7,16
98416,2,7,7,29,383,1,16
98415,2,3,9,77,382,7,19
98414,1,12,4,98,795,0,42
98413,0,709,4,84,814,1,5
98412,2,35,4,20,712,4,94
98411,126,2264,4,12,729,6,24
98410,0,21,9,73,133,7,35
98419,126,2264,4,12,162,6,7
98418,2,22,4,88,91,2,57
90705,3,1944,8,26,604,1,66
90704,3,1945,4,31,888,0,97
102217,0,22,9,76,871,9,35
90709,0,556,4,49,243,1,93
102215,0,21,5,85,750,6,98
105369,0,12,9,25,574,2,64
105368,126,2264,4,59,914,8,47
105367,1,1,4,36,114,2,29
105366,0,259,4,78,279,0,42
105365,2,0,9,89,575,6,54
102211,0,131,9,5,890,2,79
105363,1,2,4,21,600,4,62
105362,2,2,4,1,227,7,11
105361,1,5,4,76,726,6,72
105360,0,1199,9,25,398,6,98
903985,1,2,9,95,167,2,64
108079,0,804,9,99,52,3,73
147954,2,1,9,32,691,1,85
147952,2,2,4,75,962,0,42
104409,0,12,4,1,536,7,79
104408,2,1,4,12,123,6,64
86461,2,14,2,29,805,1,2
86460,2,7,2,29,311,8,80
86463,0,3,4,5,877,5,46
86462,2,13,2,29,383,4,80
86465,126,2264,7,39,383,8,16
86464,2,1947,4,10,805,8,10
86467,1,5,2,29,38,4,18
86466,1,1,2,29,38,4,80
86469,2,1754,2,9,796,4,18
86468,126,2264,2,29,794,8,80
104405,0,21,4,85,9,6,40
104404,2,259,9,25,725,7,11
104407,0,1,4,1,174,7,11
104406,2,1,4,12,174,6,79
96110,3,743,9,22,745,2,69
104400,2,9,9,25,315,2,64
621043,2,1,4,59,370,6,4
621045,1,2,4,31,384,7,11
104403,2,259,7,52,533,8,10
104402,1,5,9,76,95,1,70
3214777,126,2264,4,5,867,8,3
3214776,126,2264,7,24,598,8,93
3214779,126,2264,9,7,959,3,88
3214778,126,2264,9,22,221,7,63
108418,1,1,9,22,331,2,69
108419,2,2,9,22,646,2,8
108412,1,2,4,28,426,8,7
108413,1,5,9,25,662,7,63
108410,1,2,9,25,133,7,76
108411,2,44,1,55,6,5,4
108416,1,2,9,82,450,3,81
108417,1,2,4,85,349,7,36
108414,1,5,4,10,30,6,54
108415,126,2264,4,2,630,6,54
89024,2,1948,4,84,182,6,54
89025,2,13,4,84,386,9,54
89026,126,2264,4,12,212,0,91
89027,2,139,4,75,61,0,42
89020,126,2264,1,18,463,7,65
89021,126,2264,4,1,504,7,79
89022,126,2264,9,25,44,1,76
89023,126,2264,5,11,625,3,12
89028,126,2264,1,55,641,7,65
89029,0,12,4,89,802,6,54
103039,0,21,4,84,729,6,7
103038,2,68,4,12,162,6,7
103035,0,10,4,12,868,7,63
103034,0,21,4,80,667,7,63
103037,0,12,5,6,398,2,63
103036,0,1,9,41,967,1,77
103031,2,1,9,22,646,7,36
103030,1,1949,4,12,414,0,42
103033,0,21,4,72,536,7,11
103032,0,21,4,68,971,6,7
87419,126,2264,4,12,162,6,79
87418,126,2264,4,89,898,7,63
2521883,1,59,4,19,173,5,53
87413,1,5,4,12,414,0,42
87412,126,2264,4,75,250,0,42
87411,126,2264,4,1,174,7,11
87410,126,2264,4,43,446,2,46
87417,2,1,5,32,252,1,41
87416,2,1,9,10,824,7,1
87415,126,2264,4,76,272,1,41
87414,2,1950,8,26,858,9,66
109186,1,2,4,90,84,9,9
88089,126,2264,4,37,318,5,26
88088,126,2264,4,12,528,6,7
88085,2,1951,4,12,50,6,79
88084,0,35,4,75,962,0,42
88087,2,63,4,12,729,6,7
88086,2,1768,4,72,51,7,36
88081,2,1518,6,13,275,9,30
88080,126,2264,9,10,235,7,65
88083,2,1084,9,25,407,7,63
88082,126,2264,4,8,293,9,9
100074,0,1,4,75,195,0,42
100075,2,1,4,59,188,8,43
100076,0,12,4,84,941,8,7
100077,1,2,4,83,89,7,76
100070,0,35,5,85,750,9,89
100071,2,7,4,12,414,0,42
100072,0,3,4,10,824,7,63
100073,2,1265,4,8,563,9,40
100078,0,1,0,37,98,5,26
100079,1,3,9,69,919,7,58
88239,126,2264,4,84,729,8,43
90444,2,1112,4,88,91,9,57
90445,2,13,4,76,561,3,33
90446,0,22,4,75,962,0,42
90447,0,690,4,75,962,0,42
90440,2,7,4,76,871,6,77
90441,2,1774,9,99,834,2,73
90442,2,63,4,78,194,3,81
90443,2,1953,9,10,602,6,98
90448,2,328,4,12,212,6,7
90449,2,13,4,12,151,7,54
103579,0,1,4,84,182,6,7
88865,2,13,4,12,162,6,7
101305,2,189,4,12,369,9,5
101304,2,200,3,96,214,1,9
101307,1,1,9,73,580,7,65
101306,0,1,4,12,520,6,10
101301,2,44,4,24,842,8,93
101300,0,12,4,75,962,0,42
101303,0,130,4,35,779,2,64
101302,1,2,4,12,743,0,42
101309,0,3,9,77,990,7,58
101308,0,10,4,12,414,0,60
1235872,126,2264,4,85,405,7,76
85103,126,2264,4,78,194,0,42
85102,126,2264,4,78,194,0,42
85101,126,2264,4,54,672,0,42
85100,126,2264,4,32,691,1,85
85107,126,2264,3,96,364,9,61
85106,126,2264,5,85,750,3,49
85105,126,2264,9,30,26,4,34
85104,126,2264,9,25,315,2,82
85109,126,2264,9,76,548,1,70
85108,126,2264,4,76,871,6,72
111618,126,2264,5,44,551,3,87
111619,1,2,9,25,725,6,77
111616,1,5,4,12,162,6,7
111617,1,1,4,78,279,0,42
111614,1,2,4,78,743,0,42
111615,1,5,3,96,364,9,9
111612,0,1,4,75,414,0,42
111613,1,2,4,12,754,0,32
111610,1,5,5,85,648,2,64
111611,1,5,4,85,983,6,98
95252,0,2,0,37,35,5,33
95253,0,105,9,25,96,6,58
95250,2,9,4,2,630,6,54
95251,0,2,9,76,942,2,82
95256,2,13,4,10,243,2,65
95257,1,2,4,84,941,8,43
95254,0,35,4,84,729,6,7
95255,1,2,4,68,68,7,54
95258,2,646,4,1,504,7,79
95259,2,1,4,1,466,7,11
95877,1,1,1,55,641,3,4
95874,2,76,4,12,424,8,3
95875,0,298,4,12,174,7,11
95872,0,105,4,93,867,8,28
95873,2,1,5,11,811,7,98
95870,0,3,4,12,244,7,79
95871,0,3,4,89,933,7,54
95878,0,700,4,75,250,0,42
95879,1,2,6,62,522,0,14
104218,0,21,4,63,805,4,10
104219,2,0,4,59,69,0,47
93159,2,1956,4,97,973,8,43
93158,2,559,4,63,270,8,16
93157,0,105,4,78,743,0,42
93156,126,2264,4,50,264,5,95
104216,1,5,4,55,101,7,65
104217,1,5,4,84,729,6,7
93153,2,40,4,10,982,6,54
104211,3,1,4,84,971,6,7
104212,0,21,4,59,319,8,47
104213,0,287,4,53,441,8,43
88170,126,2264,4,0,303,9,66
110259,1,2,4,75,962,0,42
110258,2,2,4,59,188,8,43
217604,2,2,4,36,696,2,77
110251,1,2,4,35,128,2,6
110250,126,2264,4,89,211,7,65
110253,2,44,9,25,680,4,74
110252,0,52,7,52,533,2,16
110255,1,1,1,55,273,3,4
110254,1,2,4,75,61,0,42
110257,2,1,4,88,91,9,57
110256,1,2,9,10,783,7,63
109893,1,2,4,75,195,0,42
88172,2,9,9,25,659,6,82
99988,1,1,4,80,387,7,63
99989,0,407,4,75,61,0,42
92530,2,668,9,41,940,2,77
97644,2,13,4,12,529,9,61
105169,34,68,4,89,973,0,55
105168,1,1,9,7,196,6,74
98169,0,3,4,10,30,6,74
98168,3,352,5,85,750,3,44
98167,0,12,7,63,383,4,16
98166,1,3,4,12,529,6,61
