,km_10,km_100
101416,0,14
103992,4,81
3195092,4,31
93013,4,78
85037,8,95
85036,7,28
85035,0,84
85034,4,13
85033,4,73
85032,8,59
85031,8,59
85030,5,55
103993,4,20
85039,4,29
85038,4,81
103991,4,59
103996,5,15
103997,5,8
103995,5,79
111102,8,9
111103,4,15
111100,9,19
111101,4,73
111106,5,55
111107,8,68
111104,4,45
111105,4,59
111108,7,64
111109,7,64
89473,4,29
89472,4,29
89471,8,59
89470,5,96
89477,4,59
89476,5,96
89475,4,31
89474,4,59
118426,7,28
118427,8,59
89479,4,73
89478,1,22
118423,8,1
118421,8,83
100422,4,83
96495,8,68
96494,5,56
96497,5,41
96496,8,1
96491,4,20
96490,4,59
96493,0,75
96492,8,59
96499,4,36
96723,0,74
96722,4,15
96721,4,14
108154,5,96
96727,4,73
96726,8,36
96725,8,59
96724,5,38
96729,9,19
96728,8,88
2512033,8,9
105769,8,9
105762,0,85
105760,0,84
105767,5,13
105766,7,64
94383,0,14
94382,5,67
94381,4,83
94380,8,99
94387,8,59
94386,8,59
94385,5,96
94384,5,96
94389,8,13
94388,4,73
90893,5,22
90892,5,67
90891,1,45
90890,8,9
90897,8,9
90896,8,59
90895,9,34
90894,4,73
90899,8,99
90898,8,9
98989,4,14
98988,4,13
98985,7,64
98984,0,43
98987,4,81
98986,8,52
98981,8,90
98980,8,99
98983,0,38
98982,4,59
94659,4,49
94658,4,61
94651,8,59
94650,4,73
94653,7,28
94652,8,83
94655,4,29
94654,4,13
94657,7,28
94656,8,12
90769,1,59
90768,5,45
148480,0,84
148483,9,98
90761,0,14
102231,4,31
90763,8,59
90762,8,9
90765,0,75
90764,4,14
90767,4,98
90766,5,55
104962,8,74
104963,4,13
104960,4,14
104961,8,59
104966,5,96
104967,8,59
104964,5,96
104965,5,55
104968,4,49
104969,4,13
99586,8,46
99587,4,31
99584,4,13
99585,8,59
99582,4,31
99583,5,58
99580,0,5
99581,0,41
99588,8,59
99589,9,34
91388,4,81
91389,5,55
106449,4,29
106448,8,13
91380,8,59
106442,9,98
106441,4,14
91383,8,59
91384,7,64
91385,8,9
106445,4,49
106444,7,3
99638,0,75
99639,3,62
99634,8,46
99635,8,46
99636,0,75
99637,7,28
99630,4,31
99631,5,41
99632,4,73
99633,8,9
109327,8,9
109326,8,9
109325,5,96
109324,8,69
109323,0,85
109322,4,76
2358323,0,84
109329,8,46
109328,9,34
78783,8,90
91968,8,90
91969,8,79
91964,8,59
91965,5,67
91966,4,83
91967,1,22
91960,4,15
91961,5,41
91962,5,1
91963,5,1
107318,4,15
107319,5,52
145840,0,31
145841,4,13
145846,4,59
145847,5,96
145844,8,59
145845,4,16
145848,8,59
145849,8,9
107314,8,9
107315,4,14
107316,5,59
107317,4,45
91265,1,33
91264,5,1
91269,5,97
91268,4,73
101257,8,63
101256,8,52
101255,7,3
101254,5,45
101253,4,66
101252,8,98
101251,8,59
101250,4,81
101259,8,9
101258,4,13
93528,8,59
93529,8,9
93522,4,13
93523,0,94
93520,8,9
93521,4,13
93526,0,14
93527,8,46
93524,8,61
93525,0,59
98518,8,59
98519,0,43
98512,5,96
98513,5,67
98510,5,1
98511,8,59
98516,8,45
118086,8,59
98514,4,83
98515,4,14
130154,8,99
130155,8,59
130156,5,96
118087,5,36
130150,4,16
130151,4,58
130152,5,55
130153,4,84
130158,8,59
130159,8,46
104153,8,46
85230,8,59
104151,4,14
85235,4,15
85234,8,9
104155,8,81
104154,7,94
85238,5,40
118088,5,1
118089,8,59
85589,8,74
85588,4,83
85587,8,46
85586,5,67
85585,0,85
85584,9,19
85583,4,90
85582,8,59
85581,4,90
85580,4,83
622303,4,13
622304,6,12
101925,8,79
101924,8,59
101927,0,85
101926,8,4
101921,5,67
101920,4,16
101923,8,59
101922,5,1
86084,8,90
101929,4,16
101928,4,14
85340,9,19
105200,0,75
105201,8,16
105202,0,84
105203,8,77
105204,9,90
105205,0,36
105206,0,84
105207,4,38
105208,4,73
105209,0,69
85848,8,9
85849,8,45
100139,4,16
1203184,4,73
100138,8,27
103169,5,36
103168,4,29
87956,5,9
103881,5,1
103882,7,64
103883,8,99
87952,4,38
219732,4,20
219734,8,59
219735,4,73
89468,8,99
103885,8,9
103886,4,36
87951,8,14
89469,8,46
89679,8,46
89678,7,28
107037,0,78
89675,8,9
89674,5,90
89677,8,90
89676,8,59
89671,8,27
89670,0,75
89673,0,75
89672,8,99
2445660,4,41
87518,7,94
87519,4,73
87516,4,61
87517,8,59
87514,4,13
87515,8,9
87512,1,33
87513,8,90
87510,7,28
87511,5,41
89823,8,90
84966,4,73
84967,8,78
88238,0,85
84965,8,46
84962,8,46
84963,9,19
84960,4,73
87720,6,31
88232,8,1
88233,8,1
88230,8,59
88231,4,13
88236,5,55
88237,5,45
84968,8,9
88235,4,31
103292,8,13
100649,5,41
100648,8,61
100647,5,67
103295,8,59
100645,0,84
100644,4,13
100643,4,81
100642,4,29
100641,8,99
87724,7,31
103297,8,58
87726,8,59
87729,4,29
103298,4,29
1272495,8,9
94090,0,85
90569,7,64
90568,4,31
90563,1,52
90562,8,52
90561,5,1
90560,4,45
90567,7,16
90566,4,13
90565,8,59
90564,8,41
96811,8,9
96810,5,96
96813,4,63
96812,5,96
96815,4,14
96814,5,41
96817,8,74
96816,8,9
96819,8,99
96818,8,59
97871,8,9
112839,4,83
112838,8,59
112833,8,59
112832,4,98
112831,7,59
112830,8,59
112837,8,83
112836,7,28
112835,0,43
112834,8,32
94718,8,74
94719,5,1
86897,4,45
94710,4,20
94711,4,81
94712,8,90
94713,4,45
94714,4,14
94715,3,56
94716,8,59
94717,8,9
2620931,8,99
2620930,4,83
1087764,4,63
1087765,4,49
1087769,8,90
95049,4,20
95048,4,14
95043,5,96
95042,7,28
95041,4,73
95040,8,98
95047,4,78
95046,8,41
95045,8,59
111713,5,32
111712,4,14
111711,5,39
111710,8,59
111717,5,1
111716,8,1
111715,8,59
111714,8,1
111719,8,1
111718,8,33
1232426,4,15
89888,8,46
89889,5,61
89886,1,52
89887,6,12
89884,4,29
89885,7,28
89882,5,55
89883,8,9
89880,8,59
89881,8,62
88374,6,31
117922,8,59
117923,4,59
117920,8,56
117921,4,11
117926,4,81
117927,8,59
117924,5,55
117925,4,78
117928,8,77
117929,8,46
92907,5,55
92906,8,9
92905,4,81
92904,5,55
92903,5,9
92902,4,14
92901,8,13
92900,5,96
92909,8,56
92908,5,1
110040,5,33
110041,8,79
110042,4,83
110043,4,16
110044,4,98
110045,8,46
110046,4,59
110047,5,52
110048,8,59
110049,0,85
93052,8,14
93053,8,46
96022,9,19
93051,8,74
96024,5,38
93057,5,1
96026,8,59
96027,5,96
104319,8,70
104318,8,45
93058,4,29
93059,5,67
106229,4,29
106228,0,75
106223,1,94
106222,8,59
106221,1,96
106220,4,13
106227,8,59
106224,0,9
98354,8,77
98355,8,9
98356,8,74
98357,8,59
98350,0,75
98351,8,9
98352,8,59
98353,4,31
98358,4,83
98359,8,59
97373,5,1
97372,8,59
97371,5,62
97370,4,14
97377,4,38
97376,8,9
105048,4,45
97374,4,61
105046,8,98
105047,5,55
105044,5,41
105045,4,98
105042,7,12
105043,8,9
105040,4,45
105041,5,1
107570,5,45
107571,0,14
107573,8,59
107574,4,20
107575,8,9
107576,5,45
107577,8,59
84825,4,15
105598,8,99
105599,8,59
84824,8,46
105590,4,98
105591,8,9
105592,1,13
105594,8,9
105595,4,31
105596,5,96
105597,4,38
107682,0,84
107683,4,58
107680,5,1
107681,4,20
107686,8,83
107687,4,14
107684,6,83
107685,9,66
102061,8,59
107688,0,85
107689,4,29
102065,7,28
102064,8,1
102067,5,38
102066,4,59
98826,8,59
98827,8,9
98824,4,59
98825,0,74
112198,7,28
112199,8,59
98820,8,13
98821,4,31
112194,8,14
112195,5,96
112196,8,59
112197,0,75
98828,4,31
98829,8,90
88195,4,81
88194,8,45
108759,8,9
108758,4,13
108755,8,46
108754,8,56
108757,8,9
108756,5,45
108751,8,59
108753,4,14
108752,4,29
104889,8,9
104888,5,39
104881,7,94
104880,8,59
104883,9,30
104882,4,31
104885,5,1
104884,8,59
104887,1,22
1101126,0,85
108287,0,84
108286,0,74
108285,1,81
108284,4,49
108283,5,67
108282,8,90
108281,5,74
108280,4,36
1655414,4,13
108289,4,13
108288,8,59
814955,5,97
95966,5,96
107010,5,68
91029,8,59
91028,4,15
106768,4,83
106769,8,99
91025,4,13
91024,4,36
91027,5,67
106765,8,46
91021,5,41
106763,8,9
91023,8,59
91022,4,73
107015,4,73
92557,8,59
95967,8,83
109488,9,30
109489,0,85
109482,4,73
109483,8,74
109480,8,41
109481,8,13
109486,5,1
109487,8,59
109484,0,74
109485,4,31
105860,0,14
105862,5,67
105863,5,1
105864,4,59
105865,4,41
105866,4,29
105867,4,14
105868,5,41
105869,4,38
92598,5,41
92599,0,85
92594,5,67
92595,8,83
92596,5,55
92597,5,45
92590,8,79
92591,8,79
92592,8,79
92593,8,13
100337,8,59
100336,4,38
100335,4,14
100334,8,59
100333,8,13
100332,8,77
100331,0,59
100330,8,9
100339,4,16
110905,3,79
145652,4,61
92048,5,55
92049,4,78
110901,5,96
145656,4,20
145655,4,81
145654,5,55
92042,5,55
92043,4,49
92040,4,61
92041,4,20
92046,4,83
92047,4,81
92044,4,31
98875,8,59
94148,8,48
2769807,8,59
2769806,8,59
86951,8,59
86950,5,41
86953,4,41
86952,5,45
86955,8,90
86954,5,1
86957,0,85
86956,8,9
86959,4,14
86958,4,73
93315,4,31
93314,8,9
104054,5,45
104055,8,59
104052,8,9
93310,4,29
93313,8,74
104051,4,13
93319,4,79
93318,5,15
104058,8,83
104059,5,13
87338,8,99
87339,8,59
87336,8,59
87337,1,13
87334,7,31
87335,7,7
87332,5,67
87333,5,67
87330,8,59
87331,8,9
85798,4,13
85799,5,1
85796,8,9
85797,5,55
85794,4,59
85795,0,85
85792,8,59
85793,8,74
85790,4,74
85791,5,96
106946,8,83
106944,4,14
91606,8,36
106942,4,98
106943,8,9
88919,8,59
88918,8,46
88913,4,13
88912,4,29
88911,0,85
88910,8,59
88917,4,81
88916,8,5
88915,8,83
88914,4,38
86177,4,13
86176,8,99
86175,8,99
86174,4,46
86173,7,12
86172,5,96
86171,8,59
86170,8,90
86179,4,14
86178,5,67
96222,8,83
96223,8,59
96220,5,13
96221,4,59
96226,0,84
96224,4,59
96225,4,13
96228,4,15
96229,1,96
89990,4,38
2421240,8,99
96598,8,74
96599,5,41
89358,8,59
89359,8,83
89352,8,99
89353,0,75
89350,8,9
89351,8,59
96594,0,43
89357,4,73
89354,4,20
96597,1,22
87493,4,15
89998,4,46
87491,4,73
87490,4,58
87497,5,41
87496,4,15
87495,1,22
87494,4,36
103527,8,46
103526,5,41
87499,0,75
87498,4,29
103523,5,97
103522,8,53
103521,4,73
103520,4,59
106757,8,41
106755,8,97
106754,4,45
97179,5,38
97178,8,46
97175,8,70
106753,5,96
97177,0,85
97176,8,95
97171,8,9
97170,8,9
97173,8,52
106752,8,52
91012,4,81
99319,4,98
99318,4,83
99317,4,15
99316,4,14
99315,4,4
99314,0,43
99313,8,61
99312,4,29
99311,4,16
99310,4,73
88005,0,85
88004,4,15
88007,4,49
88006,6,12
88001,4,15
88000,4,81
88003,4,14
88002,0,85
88009,7,64
88008,4,15
103209,8,9
87830,5,41
90338,7,16
90339,5,56
90332,5,96
90333,5,55
90330,5,67
90331,4,49
90336,0,14
90337,8,46
90334,8,59
90335,4,63
103200,4,81
103201,5,55
87834,4,73
87837,3,56
94529,8,59
94528,0,5
94523,4,29
94522,4,59
94520,7,28
94527,7,28
94526,4,14
94525,8,83
94524,4,73
97953,4,20
97952,4,73
97951,8,83
97950,5,14
97957,5,55
97956,7,29
97955,4,14
97954,4,13
97959,5,41
97958,5,41
111696,8,39
111697,8,9
111694,8,9
111695,1,67
111692,4,20
111693,4,81
2959749,6,66
2959748,6,88
2959744,5,56
111698,5,30
92204,4,16
92205,4,73
92206,8,45
92207,4,20
92200,4,15
92201,4,45
92202,4,81
92203,7,28
92208,4,81
92209,4,63
104294,7,28
104295,8,61
104296,5,67
104297,8,79
104290,7,94
104291,5,22
104292,5,45
104293,4,31
104298,5,41
104299,1,33
99872,7,33
99873,8,14
99870,8,9
99871,0,85
99876,8,46
99877,8,59
99874,4,45
99875,8,99
99878,4,14
99879,8,79
105659,5,56
105658,7,46
105656,0,74
105655,4,13
105654,4,81
105653,5,96
105650,8,9
101112,4,14
88126,8,9
88127,8,59
88124,4,13
88125,5,79
88122,4,45
88123,4,20
88120,5,94
88121,4,59
107729,0,83
107721,5,41
107720,4,61
107722,4,20
101018,4,73
107085,4,20
112788,8,83
112785,8,13
112784,8,31
112787,8,9
112786,9,59
112781,0,14
112780,4,59
112783,0,68
112782,7,16
101015,4,63
108128,0,14
108129,4,73
108122,7,12
108120,7,12
108121,4,36
108127,4,81
109837,0,85
109836,4,16
109835,4,14
109834,5,96
109833,4,98
109832,8,56
109831,4,49
109830,4,98
91696,4,78
109838,8,12
867645,8,32
867644,8,59
3158927,8,59
91278,4,31
91279,4,81
91274,4,31
91275,9,34
91276,5,56
91277,4,36
91270,5,8
91271,0,5
103723,4,63
91273,4,3
145757,8,59
145754,8,59
145755,1,59
145752,8,1
145753,5,8
145750,9,30
145751,5,96
145758,8,59
145759,9,34
101767,8,9
101766,7,90
101765,5,45
101764,8,9
101763,5,67
101762,8,59
101761,8,8
101760,8,9
101769,8,59
101768,8,33
103897,4,13
103896,8,46
103894,8,45
103893,5,55
103892,5,55
103891,8,83
103890,8,59
103899,0,85
103898,4,73
87969,8,41
87968,8,99
103493,8,59
87963,8,59
87962,4,94
87961,8,9
87960,4,81
87967,1,46
87966,5,41
87965,4,61
87964,8,90
101491,9,34
101490,8,9
101493,5,67
101492,7,3
101495,4,20
101494,4,17
101497,8,59
101496,8,79
101499,8,9
101498,8,9
101012,4,15
103497,8,9
103496,8,59
100368,8,59
92098,5,96
92095,7,28
100365,8,59
100366,4,13
85613,5,96
85612,3,56
85611,5,78
85610,8,52
85617,8,63
85616,0,43
85615,8,90
85614,8,90
100360,4,14
85619,4,13
85618,8,59
92090,8,59
92093,4,13
100363,8,75
145680,4,15
110953,5,1
145682,3,56
626447,5,1
110956,8,46
145685,8,59
145686,4,20
110955,0,69
89969,8,46
89968,8,53
108829,5,67
108828,5,79
89965,4,31
89964,5,55
89967,8,46
89966,4,29
89961,8,59
89960,4,31
108821,8,46
108820,4,49
87109,4,36
87108,4,81
87101,8,61
87100,8,9
87103,0,75
87102,5,14
87105,0,68
87104,4,4
87107,4,59
87106,8,61
2659300,0,5
2659301,4,9
95942,4,20
95943,4,13
95940,5,1
95941,8,27
95946,8,46
95947,5,96
95944,4,59
95945,4,81
95948,8,13
95949,8,13
110639,4,59
110638,8,59
110637,4,16
110636,4,13
88708,8,1
88709,8,59
88702,4,73
88703,4,20
88700,4,49
88701,5,61
88706,5,72
88707,4,61
88704,8,13
88705,0,14
2679557,5,41
2679556,4,73
2679558,4,45
2488477,0,85
96419,4,59
96418,8,13
96415,8,70
96414,4,20
96417,8,90
96416,0,75
96411,4,74
96410,4,45
96413,8,83
96412,4,49
94309,0,85
94308,0,84
94303,4,16
94302,4,61
94301,0,43
94300,0,43
94307,8,59
94306,4,31
94305,4,13
94304,4,15
90819,4,88
90818,4,20
90813,4,31
90811,6,31
90810,4,73
90817,8,94
90816,5,61
90815,4,20
90814,4,81
97458,8,1
97459,4,83
97452,4,14
97453,5,1
97450,4,98
97451,8,41
97456,4,81
97457,8,39
97454,4,73
97455,8,9
118329,4,98
118328,8,41
2771250,8,9
118327,9,30
118326,8,99
118321,4,94
118320,8,59
118323,0,14
118322,8,59
99508,4,61
99509,4,20
99506,7,64
99507,5,41
99504,1,22
99505,8,52
99502,8,59
99503,8,9
99500,8,59
99501,8,72
90105,0,74
90104,8,9
90107,8,70
90106,8,59
90101,8,45
90100,8,52
90103,4,58
90102,0,84
90109,7,28
90108,8,59
95160,8,99
95161,8,99
95162,4,13
95163,8,36
95164,8,99
95165,4,14
95166,0,85
95167,5,67
95168,8,88
95169,0,43
90188,7,94
110699,5,13
90186,0,41
110698,4,76
89459,7,29
110694,8,59
94488,4,45
94489,8,9
91478,4,29
91476,4,29
94485,8,13
94486,5,55
94487,4,73
94480,5,41
94481,5,55
94482,5,96
94483,5,97
93324,8,46
104066,8,46
101017,8,59
101016,5,97
101011,8,59
104062,8,59
111223,8,9
111222,5,55
111221,4,16
111220,8,99
111227,4,49
101013,4,11
111225,4,13
111224,8,46
111228,4,81
110574,4,98
110575,0,75
110576,5,62
110577,5,8
110578,4,49
110579,4,73
91559,4,94
91558,4,94
91551,5,9
91550,9,34
91553,0,69
98664,0,75
98665,8,13
98666,8,41
98667,8,77
98660,8,52
98661,4,45
98662,9,56
98663,8,9
91555,8,59
98668,4,78
98669,4,38
103625,1,33
91557,8,44
91556,8,0
104485,8,0
104484,8,0
104487,8,0
104486,8,37
104481,8,98
104480,5,68
104483,5,46
104482,4,73
104489,0,43
104488,0,14
98592,8,59
98593,8,36
98590,9,30
98591,7,28
98596,4,31
98597,7,28
98594,1,12
98595,8,41
98598,4,36
98599,5,96
104739,4,63
104738,5,68
104737,4,14
104736,5,96
104735,5,96
104734,4,15
104733,5,41
104732,8,46
104731,8,59
104730,8,1
105288,8,59
105289,4,13
105280,4,13
105281,4,20
105282,4,15
105283,5,67
105284,8,59
105285,8,59
105286,5,67
105287,4,63
101666,5,55
89068,5,96
89069,8,9
2654532,7,94
2654534,0,43
106398,4,49
106396,4,49
106395,5,67
106394,8,9
106393,3,39
106392,8,0
106391,8,53
106390,4,81
102889,4,45
102888,8,9
102887,8,9
102886,8,99
102885,5,45
102884,4,13
102883,4,73
102882,8,83
102881,4,15
102880,4,81
89064,8,9
89065,4,45
106641,5,16
106640,5,55
106643,8,9
106642,4,98
106645,5,41
106644,5,96
106646,4,45
102779,4,49
102778,4,83
1087915,9,19
102770,4,14
102773,0,85
102772,5,55
102775,5,13
102774,8,9
2526398,7,27
1087912,5,55
112065,7,28
112066,4,38
112067,8,52
112068,4,49
112069,0,14
109386,4,15
107116,0,14
107117,4,36
107115,4,29
107112,4,16
107110,4,49
107111,0,14
107118,4,13
107119,5,55
108597,4,79
108596,3,0
108595,5,62
108592,3,56
108591,0,75
108590,7,28
108599,4,45
108598,0,43
88544,0,69
88545,7,31
88546,7,94
88547,7,94
109640,4,31
109641,4,14
109642,7,28
88543,4,29
88548,4,16
88549,4,38
103918,7,31
103919,4,31
103912,0,14
103913,8,56
103910,5,96
103911,8,90
103916,9,90
103914,8,13
103915,4,31
2675754,0,43
2675752,3,54
2675751,0,85
2675750,8,59
86241,8,99
86240,4,14
86243,0,31
86242,4,81
86245,5,13
86244,5,15
86247,0,91
86246,0,94
86249,4,31
86248,8,90
101514,8,59
101515,8,13
101516,4,36
101517,8,46
101511,5,13
101512,0,43
101513,4,73
101518,8,52
101519,8,90
86865,4,20
86864,5,67
86867,5,41
86866,4,81
86861,7,31
86860,4,63
86863,5,67
86862,8,79
109768,5,61
86869,4,63
86868,8,9
87457,5,67
109766,5,38
87455,7,28
109764,4,63
87453,6,31
109762,4,58
87451,8,5
87450,4,29
2649075,8,74
2649076,8,74
2516269,5,56
93957,5,1
93956,8,95
96706,5,55
93953,9,59
93951,8,12
96702,4,14
94974,8,16
94975,8,46
94976,8,9
94977,4,31
94970,5,5
94971,8,41
94972,8,59
94973,8,59
94978,8,74
94979,8,46
111021,8,99
111020,8,99
111023,5,20
111022,5,41
105741,5,13
110778,4,73
110779,5,55
110776,4,49
110777,4,20
110774,8,59
110775,5,1
110772,5,94
110773,5,68
110770,8,59
110771,8,59
105742,0,85
105745,4,16
105744,5,1
105747,5,13
97257,1,13
97258,8,59
111798,5,55
97259,8,9
111793,8,9
111792,8,9
111791,4,27
111790,5,79
111797,5,1
111796,1,33
111795,9,34
111794,4,59
111406,8,59
3187537,1,52
88330,5,13
111400,4,11
88575,4,59
88574,5,31
92989,5,1
92988,4,13
92987,8,77
92986,4,14
92985,1,22
92984,0,14
92983,8,59
92982,5,40
92981,8,59
92980,5,55
96608,5,62
96609,7,7
96604,4,59
96605,8,99
96606,8,99
96607,4,16
96600,4,98
96601,4,9
96602,5,55
96603,4,16
88577,4,16
88576,5,96
2225895,0,74
88571,4,59
88570,4,49
88573,8,90
89356,7,28
94118,8,9
94119,8,59
88572,0,14
94112,4,73
94113,4,73
94110,4,14
94111,4,14
94116,8,52
94117,4,16
94114,4,14
94115,8,9
90608,4,36
90609,6,12
90602,4,13
90603,4,59
90600,4,83
90601,8,9
90606,8,9
90607,8,59
90604,6,66
90605,4,13
104801,5,1
104800,8,59
104803,0,14
104802,0,14
104805,9,30
104804,4,45
112668,0,85
112669,0,14
112666,4,31
112667,4,29
112664,8,52
112665,1,33
112662,0,74
112663,4,15
112660,1,96
112661,4,38
99779,4,83
99778,4,81
95647,4,78
95646,4,14
95641,4,20
95640,4,49
95643,8,5
95642,0,75
99771,0,43
99770,4,58
99773,8,59
99772,5,55
99775,8,59
99774,1,96
99777,5,20
99776,4,13
109402,8,39
109403,8,59
109400,5,1
109401,8,1
109406,8,90
109404,8,59
109405,8,99
147527,5,55
147529,4,73
147528,4,20
106988,1,22
106989,0,84
106980,8,62
106981,4,83
106986,5,45
106987,5,32
106984,8,46
106985,5,96
92514,8,9
107056,7,28
92516,8,99
107054,4,15
92510,8,99
92511,4,36
92512,5,8
92513,4,31
92518,4,13
92519,5,56
107059,5,41
107058,4,58
110985,1,22
110984,5,55
110987,4,14
110986,5,62
110981,0,69
110980,8,59
110983,9,19
110982,4,15
91469,8,13
94496,8,9
100913,4,20
100912,8,9
100911,0,85
100910,4,73
100917,0,43
100916,0,43
100915,1,22
100914,4,13
100919,4,20
100918,8,69
108077,1,41
94499,4,20
91466,8,5
101068,9,30
101069,4,15
93395,0,85
93394,4,16
93397,7,94
93396,4,29
93391,1,52
93390,4,78
101062,4,81
93392,7,16
85468,8,46
85469,5,49
85460,0,43
85461,4,11
85462,7,94
85463,8,9
85464,4,29
85465,1,88
85466,0,85
85467,4,36
98417,0,75
98416,5,46
98415,0,85
98414,8,9
98413,5,55
98412,8,46
98411,4,20
98410,7,94
98419,8,59
98418,5,14
90705,9,69
90704,8,13
102217,4,73
90709,4,16
102215,4,13
105369,4,38
105368,5,55
105367,5,45
105366,8,99
105365,5,96
102211,5,41
105363,5,55
105362,0,43
105361,5,81
105360,4,78
903985,8,61
108079,5,52
147954,4,13
147952,8,9
104409,0,14
104408,5,41
86461,8,89
86460,5,97
86463,5,55
86462,5,46
86465,5,46
86464,8,59
86467,5,97
86466,8,97
86469,5,97
86468,5,67
104405,9,30
104404,4,14
104407,0,43
104406,1,22
96110,4,15
104400,4,81
621043,5,67
621045,0,84
104403,8,46
104402,7,36
3214777,5,8
3214776,6,66
3214779,8,59
3214778,4,16
108418,5,59
108419,0,41
108412,1,22
108413,7,94
108410,0,85
108411,5,79
108416,8,90
108417,5,55
108414,5,45
108415,5,67
89024,5,96
89025,5,45
89026,5,55
89027,8,9
89020,4,14
89021,0,85
89022,4,27
89023,0,14
89028,4,74
89029,5,55
103039,1,59
103038,8,59
103035,5,45
103034,4,29
103037,4,31
103036,7,15
103031,0,68
103030,8,59
103033,0,85
103032,1,22
87419,0,5
87418,5,29
2521883,5,32
87413,8,59
87412,8,9
87411,0,43
87410,4,16
87417,4,13
87416,4,37
87415,4,20
87414,8,69
109186,8,59
88089,7,33
88088,5,96
88085,0,14
88084,8,9
88087,8,74
88086,0,68
88081,8,59
88080,4,14
88083,8,36
88082,8,52
100074,8,59
100075,5,54
100076,5,8
100077,0,85
100070,4,88
100071,8,59
100072,4,29
100073,8,59
100078,4,33
100079,7,28
88239,5,1
90444,5,96
90445,7,28
90446,8,9
90447,8,9
90440,4,38
90441,5,1
90442,8,90
90443,8,59
90448,5,55
90449,8,59
103579,8,59
88865,8,59
101305,6,31
101304,8,52
101307,8,59
101306,8,59
101301,8,46
101300,8,9
101303,4,49
101302,8,59
101309,7,94
101308,8,9
1235872,4,73
85103,8,99
85102,8,99
85101,8,9
85100,4,31
85107,1,52
85106,8,59
85105,4,81
85104,5,96
85109,4,36
85108,4,20
111618,4,83
111619,4,81
111616,8,59
111617,8,99
111614,8,99
111615,8,59
111612,8,9
111613,8,59
111610,4,45
111611,5,45
95252,8,33
95253,0,41
95250,5,67
95251,5,61
95256,4,59
95257,5,56
95254,8,59
95255,5,55
95258,0,43
95259,0,43
95877,4,76
95874,1,91
95875,0,31
95872,8,31
95873,4,83
95870,0,75
95871,5,55
95878,8,9
95879,8,9
104218,8,46
104219,8,59
93159,8,59
93158,8,56
93157,8,59
93156,8,13
104216,8,59
104217,8,59
93153,5,67
104211,8,59
104212,1,22
104213,8,13
88170,9,98
110259,8,9
110258,5,54
217604,4,59
110251,0,43
110250,8,74
110253,5,45
110252,5,55
110255,4,76
110254,8,9
110257,5,45
110256,4,29
109893,8,9
88172,5,96
99988,0,85
99989,8,9
92530,4,15
97644,8,52
105169,9,69
105168,4,73
98169,4,73
98168,4,98
98167,5,46
98166,5,52
98165,5,1
98164,4,20
98163,8,9
98162,5,55
98161,4,45
98160,5,55
93849,8,99
93848,8,99
93841,8,9
93840,4,29
93843,8,13
93842,8,70
93845,8,98
93844,5,67
93847,0,84
93846,4,14
112259,8,46
112258,4,59
112253,4,59
112252,8,13
112251,8,46
112250,4,13
112257,8,74
112256,5,46
112255,5,67
112254,4,20
112358,8,59
112359,8,59
108658,5,33
108659,5,96
108650,4,13
108651,9,34
108652,4,31
108653,8,68
108654,4,16
108655,8,14
108656,5,52
108657,5,55
112353,4,73
102304,5,13
102305,5,1
102306,0,63
102307,5,96
102302,5,55
102303,1,59
102308,8,9
102309,4,13
98902,8,56
91148,8,99
91149,5,79
91146,8,9
91147,8,52
91144,8,9
91145,5,45
91142,8,5
91143,5,56
91140,8,56
91141,4,14
106536,8,9
106535,4,83
106534,4,27
106533,8,13
106532,4,59
106531,5,55
106530,4,45
106539,4,20
106538,8,59
111933,8,46
111932,8,46
111931,4,98
111937,0,84
111936,5,62
111935,4,78
111934,5,67
111939,8,59
111938,4,83
100104,4,98
100105,7,28
107334,8,46
107335,5,96
86119,8,99
100101,4,36
109213,8,46
109212,0,94
109211,5,67
109210,4,31
109217,8,46
109216,0,68
109215,0,14
109214,4,13
109219,4,83
109218,8,59
105949,5,67
105948,5,96
92499,0,69
92498,0,69
92491,8,63
92490,0,43
92493,8,88
92492,0,85
92495,5,1
92494,8,59
92497,0,75
92496,8,9
106843,8,88
104311,0,68
92727,9,19
92726,8,41
92725,8,52
92724,4,36
100276,5,74
92722,4,14
92721,9,19
92720,4,31
100278,4,13
100279,0,85
92729,8,74
92728,8,13
145827,8,9
117831,7,13
117832,5,96
117833,8,52
117834,0,43
117835,4,31
117836,8,59
117837,4,73
117838,8,14
117839,4,15
100896,5,61
100897,0,43
100894,8,99
100895,8,59
100892,5,55
100893,8,46
100890,0,14
100891,4,13
100898,0,75
100899,8,9
93456,5,90
93457,4,31
93454,5,96
93455,4,73
93452,4,61
93453,0,74
93450,5,45
93451,8,9
93458,8,99
93459,4,81
98206,0,79
98207,4,59
98204,8,59
98205,8,33
98202,8,90
98203,8,99
98200,4,73
98201,4,31
98208,8,99
98209,8,90
85349,4,83
85348,5,1
85345,4,59
85344,8,52
85347,8,90
85346,8,36
85341,0,69
106847,8,99
85343,8,59
85342,4,13
87279,5,56
87278,9,34
87273,8,18
87272,8,59
87271,8,90
87270,8,59
87277,0,68
87276,8,9
87275,8,69
87274,8,99
1087609,8,59
1087605,5,96
1087604,9,19
1087607,8,59
1087606,4,49
85699,5,13
85698,7,31
85693,0,85
85692,0,69
85691,7,12
85690,8,39
85697,4,49
