,km_10,km_100
104650,0,0
104651,0,32
104652,4,11
104653,0,32
104658,0,20
104659,3,11
105525,7,11
105527,8,0
105526,8,52
105529,0,0
105528,4,87
112129,8,0
112128,0,32
112121,8,0
112120,8,0
112123,0,32
112122,8,23
112125,0,32
112124,0,20
112127,0,20
112126,0,32
107679,0,32
107678,8,63
107677,0,32
107676,8,0
107672,0,32
107671,0,20
107670,0,0
93043,0,32
108841,0,32
108840,0,20
108843,8,0
103233,8,16
108842,0,0
103232,0,0
108845,0,32
87785,8,20
108844,8,0
87784,0,32
100548,4,45
100549,0,0
100544,0,32
100545,0,20
100546,0,0
100547,0,0
100540,8,0
100541,7,41
100542,0,32
100543,0,20
108210,8,0
108211,0,32
108212,8,42
108213,0,32
108214,8,63
108215,0,32
108216,0,0
108217,2,76
108218,8,0
108219,0,32
87780,8,53
86348,0,32
86349,8,20
106705,0,0
86340,0,0
86341,0,32
86342,0,32
86343,0,32
86344,0,0
86345,0,0
86346,0,0
86347,8,63
106707,8,16
106701,0,32
91506,8,0
91507,0,0
91504,8,42
91505,3,27
91502,8,42
91503,0,32
91500,0,20
91501,0,0
106703,0,32
91508,8,0
91509,8,0
101639,0,0
101638,0,0
101635,0,32
101634,8,0
101637,0,20
101636,0,20
101630,0,0
101633,0,0
101632,0,32
2670795,0,0
89207,0,20
85705,8,0
85704,0,20
85707,0,0
85706,8,52
85701,4,4
85700,0,20
85703,0,20
85702,0,32
85709,8,63
85708,0,0
94819,0,0
94818,0,0
94817,0,32
94816,0,20
94815,0,0
94814,0,0
94813,3,25
94812,0,20
94811,0,0
94810,0,32
620671,0,20
620673,0,32
620672,8,53
87633,0,32
87632,8,0
87631,4,4
87630,0,32
87637,8,0
87636,0,32
87635,0,32
87634,0,32
87639,0,0
87638,4,24
217514,0,0
217515,0,32
217512,0,32
110141,0,0
110140,0,32
110143,0,32
110142,0,32
110145,8,42
110144,0,0
110147,0,0
110146,4,11
110148,0,32
88618,0,20
88619,8,53
88614,0,0
88615,8,63
88616,0,32
88617,8,0
88610,0,0
88611,8,0
88612,8,0
88613,8,0
84845,0,20
84844,0,0
97779,8,0
97778,4,45
96507,0,20
96506,0,32
96505,8,42
96504,0,0
96503,0,0
96502,0,32
96501,0,0
96500,0,20
88173,8,0
96509,8,0
96508,0,0
97676,0,0
97677,0,32
97674,0,32
97675,8,0
97672,8,0
97673,8,0
97670,0,0
97671,0,0
88175,8,42
97678,4,4
97772,8,42
97771,4,24
97770,0,0
90909,8,0
90908,0,0
102414,4,24
90904,0,32
90907,0,32
90906,0,32
102410,0,20
102411,8,63
90903,0,32
102413,8,0
100989,0,32
95968,0,32
95969,0,0
107079,0,32
107078,0,0
145901,8,0
145900,0,32
92534,0,20
2477913,0,32
92535,0,0
107071,0,32
99410,0,0
99411,0,32
99412,0,32
99413,0,32
99414,0,32
99415,8,0
99416,8,0
99417,0,32
99418,0,32
99419,8,63
92531,4,45
95748,8,0
95749,0,0
95744,0,32
95745,0,32
95747,0,0
95740,0,32
95741,0,32
95742,0,0
95743,0,32
109509,0,32
109508,0,32
109503,8,20
109507,0,32
109506,0,0
109505,8,63
109504,0,32
112451,0,0
112450,0,32
112453,3,12
112452,0,20
112455,8,0
112454,0,32
112457,0,32
112456,4,70
112459,0,0
112458,0,0
92439,8,7
92438,0,32
92437,0,0
92436,0,0
92435,0,20
92434,8,0
92433,8,0
92432,0,32
92431,0,32
92430,0,0
2773182,0,32
111379,0,0
111378,0,32
111371,0,0
111370,0,32
111373,0,32
111372,8,23
111375,8,63
1279939,0,0
111377,0,32
111376,0,0
106883,0,0
106882,0,32
106881,0,20
106880,7,12
106887,8,0
106886,8,42
106885,0,32
106884,8,4
106889,0,0
106888,4,45
94598,0,0
94599,8,63
92293,0,0
92292,0,32
92291,0,0
92290,8,7
92297,0,0
92296,0,0
92295,8,0
92294,0,32
92299,4,45
92298,4,4
93748,0,0
93749,8,0
93746,8,63
93747,0,32
93744,8,0
93745,0,20
93742,8,0
93743,4,24
93740,0,32
93741,7,45
110426,8,0
110427,0,32
110424,8,42
110425,0,0
110422,0,20
110423,0,32
110420,0,32
110421,0,20
100830,0,0
107823,0,32
107820,0,20
100833,0,32
100834,0,32
107827,8,0
107824,0,0
107825,8,52
1997430,0,0
98738,8,42
98739,8,0
98736,0,0
98737,0,32
98734,0,0
98735,0,0
98732,8,0
98733,0,32
98730,0,32
98731,8,4
101873,8,0
101872,0,0
101871,0,32
101870,4,87
101877,4,44
101876,0,32
101875,0,32
101874,0,32
101879,0,0
101878,8,42
86528,0,32
86529,4,4
86520,4,23
86521,0,20
86522,8,42
86523,0,32
86524,8,0
86525,0,32
86526,4,45
86527,8,42
106065,0,20
106064,0,20
106067,0,32
106066,0,32
106061,0,20
106060,4,87
106063,0,32
106062,8,56
106069,8,0
106068,4,52
102995,0,20
102994,0,32
102997,0,0
102996,0,32
102991,0,20
102990,0,32
102993,8,0
102992,8,0
102999,0,0
102998,0,32
89435,0,32
112716,0,0
112717,4,4
112714,0,0
112715,8,53
112712,0,0
112713,0,32
112710,8,0
112711,0,32
89727,0,32
89726,0,32
89725,0,32
89724,8,63
89723,8,42
89722,0,32
112718,0,32
89720,0,0
103112,4,45
103113,0,32
103110,8,4
103111,0,32
103116,8,0
103117,4,45
103114,8,0
103115,0,32
85873,0,32
85872,0,32
85871,0,32
103119,0,20
85877,0,32
85876,0,32
85875,0,32
85874,8,63
89431,3,40
812450,0,32
87732,0,32
87733,0,32
87730,8,63
87731,0,32
87736,0,32
87737,0,20
87734,8,0
87735,8,0
87738,0,20
87739,0,0
2620738,4,41
88458,8,0
88459,0,32
88456,0,32
88457,0,32
88454,0,32
88455,0,32
88452,0,32
88453,0,32
88450,0,32
88451,4,4
103800,0,32
103801,8,0
103802,4,45
103803,0,20
88180,0,32
88181,0,0
88182,0,0
103807,0,32
103808,0,32
103809,0,32
88188,8,0
88189,0,20
84830,0,0
84831,8,20
84832,3,29
84833,0,20
84834,0,32
84835,0,32
84836,0,32
84837,0,20
84838,0,32
84839,8,4
86069,0,32
86068,0,0
86065,8,0
86064,0,0
86067,8,0
86066,0,0
86061,0,0
86060,8,52
86063,0,32
86062,8,0
98432,8,0
103331,0,0
91927,0,32
101408,0,32
101409,0,32
101402,4,50
101403,0,32
101400,0,32
101401,0,0
101406,0,32
101407,0,32
101404,8,0
101405,8,0
101042,0,0
93376,0,20
101040,0,20
93374,0,0
104030,0,0
104031,4,24
93371,0,32
104033,0,32
85008,3,29
85009,0,32
85002,0,32
85003,0,32
85000,8,0
85001,0,32
85006,0,0
85007,8,0
85004,0,32
85005,0,0
118435,0,32
89465,0,0
118437,8,63
89467,0,32
89460,8,4
89461,0,32
118433,0,32
118432,0,32
91560,2,83
91561,0,20
103653,3,87
103652,8,4
103655,0,0
1446580,0,20
103657,0,0
103656,0,0
103659,0,0
91569,0,0
111175,8,0
111174,0,20
111173,8,53
111172,8,42
111171,0,32
111170,8,42
118324,0,20
89446,3,29
89447,0,32
89444,0,32
89445,8,42
89442,0,32
89443,0,32
89440,0,32
89441,0,32
89448,0,32
89449,0,20
118189,0,32
118188,0,32
118185,0,0
118184,0,0
118187,0,20
118186,0,20
118181,8,0
118180,0,32
118183,0,32
118182,0,32
1522352,0,0
93940,0,32
93941,8,0
93942,0,32
93943,4,23
93944,0,32
93945,0,32
93946,0,20
93947,0,32
93948,0,32
93949,0,32
96718,0,32
96719,8,0
2347065,0,32
105779,8,0
105776,0,32
105777,0,32
107341,8,23
99524,8,0
99525,8,63
99526,8,63
99527,0,0
99520,8,4
99521,0,32
99522,0,32
99523,4,41
87353,4,45
99528,0,0
99529,0,20
98970,8,63
98971,0,32
98972,0,32
98973,0,0
98974,0,0
98975,0,20
98976,8,42
98977,8,0
98978,0,20
98979,0,20
94628,0,32
94629,0,0
94624,8,42
94625,0,32
94626,0,32
94627,8,0
94620,8,63
94621,0,32
94622,0,32
94623,0,20
102209,0,32
102208,0,20
102205,0,32
102204,4,45
102207,8,0
102206,0,20
102201,0,20
102200,0,20
102203,8,0
102202,0,32
104917,8,63
104916,8,0
108069,0,32
104914,4,45
104913,8,0
104912,0,20
104910,8,0
108067,0,0
108066,8,0
104919,8,0
104918,0,20
100367,0,32
96482,0,32
1525749,0,20
99595,0,20
99594,8,0
99597,0,0
99596,8,0
99591,8,4
99590,0,32
99593,0,0
99592,8,0
99599,4,45
99598,4,45
106458,8,63
91399,0,32
91398,0,32
106454,0,32
91396,4,24
91395,0,32
91394,0,32
106450,8,0
91392,0,32
91391,0,0
106453,4,89
99623,0,20
99622,8,4
99621,0,0
99620,0,0
99627,0,0
99626,8,0
99625,4,89
99624,0,32
99629,4,89
109338,8,89
109339,0,32
109330,8,0
109331,8,63
109332,0,32
109333,0,32
109334,0,32
109335,0,32
109336,0,0
109337,0,20
91973,8,0
91972,0,0
2676592,8,0
2676593,0,0
91977,4,41
91976,8,0
91975,8,0
91974,8,42
91979,8,42
91978,4,4
145837,8,52
145836,0,32
100119,0,32
145834,0,0
145833,0,32
145832,0,0
145831,4,45
145830,0,32
107325,8,0
107327,0,0
100110,8,89
100117,0,32
100116,3,45
145839,0,0
145838,0,0
100308,0,32
100309,2,62
100304,8,0
100305,0,20
93539,0,0
101249,8,42
95327,0,32
93531,8,0
93530,0,0
101242,0,0
93532,0,32
93535,0,20
93534,0,20
93537,0,0
93536,0,20
98509,0,32
98508,8,4
92113,0,32
98501,2,40
95322,7,41
98503,0,32
98502,0,32
98505,0,32
98504,0,20
98507,0,32
98506,0,32
92116,0,32
95321,8,0
104144,0,0
104145,4,24
104146,0,20
104147,0,0
104140,8,0
104141,8,0
104142,8,0
104143,0,20
130161,8,23
130160,8,42
130162,0,0
104148,0,32
104149,0,0
110951,4,87
87088,4,11
87089,0,32
87080,0,0
87081,0,32
87082,0,32
87083,8,0
87084,0,32
87085,0,32
87086,0,0
87087,8,4
101936,8,0
101937,0,20
101934,0,32
101935,8,42
101932,8,16
101933,0,4
101930,4,24
101931,0,32
88346,0,20
101938,0,32
101939,0,32
105235,0,32
105234,0,0
105236,0,0
105231,0,32
105230,0,20
105233,8,0
105232,0,32
88348,0,20
127917,4,23
108500,0,32
89681,8,63
108502,0,20
89683,4,45
89684,0,32
89685,4,45
89686,0,32
89687,7,87
89688,0,32
89689,8,16
136989,4,45
136988,0,32
136985,0,63
136984,0,63
136987,0,32
136986,0,0
2490597,4,24
103303,0,20
103302,0,32
103301,8,4
103300,0,0
103307,0,32
103306,8,63
103305,4,23
103304,0,32
103309,8,0
103308,0,32
1632120,8,89
87509,0,20
87508,8,0
87505,0,32
87504,0,32
87507,0,32
87506,4,45
87501,4,45
87500,0,0
87503,0,32
87502,8,53
127899,0,0
127898,8,0
84977,8,16
84976,0,20
84971,0,0
84970,7,10
84973,0,0
97028,0,0
97027,0,0
97026,0,0
97025,0,32
88222,0,20
97023,4,4
97022,0,0
97021,8,4
88226,0,32
100650,8,0
100651,8,42
100652,0,32
100653,0,32
100654,0,32
100655,3,45
100656,4,45
100657,0,20
100658,0,20
100659,4,45
90558,4,23
90559,0,32
90556,8,7
90557,8,7
90554,0,32
90555,0,32
90552,0,20
90553,8,0
90550,4,23
90551,8,0
96864,8,63
96865,0,20
96866,0,32
96867,0,32
96860,0,32
96861,0,32
96862,8,0
96863,8,0
96868,0,32
96869,0,0
1577306,4,40
90084,8,89
90085,0,20
90086,0,32
90087,0,0
90080,8,63
90081,8,42
90082,0,32
90083,0,32
90088,0,32
90089,4,40
1853063,0,0
112828,4,4
112829,8,23
112824,8,0
112825,8,89
112826,8,23
112827,7,41
112820,0,32
112821,0,32
112822,8,23
112823,0,32
1992717,0,0
94709,8,63
94708,0,32
94707,0,0
94706,0,32
94705,0,0
94704,0,32
94703,0,20
94702,8,63
94701,0,20
94700,8,0
92797,4,4
1087770,0,0
1087773,8,63
95078,8,0
2465894,0,0
95076,4,89
95077,0,32
95074,0,0
95075,0,32
95072,0,0
95073,8,0
95071,0,32
101161,0,0
111709,0,0
94649,8,24
101160,8,42
89899,0,32
89898,0,32
89895,8,63
89894,0,32
89897,0,32
89896,8,42
89891,0,32
89890,0,32
89893,8,0
89892,0,20
142889,8,0
142888,0,0
142883,4,40
142882,8,63
142881,0,32
142880,0,32
142887,0,20
142886,0,20
142885,8,0
142884,8,0
102229,0,20
102228,4,23
90778,0,0
117957,8,0
117956,8,23
117955,8,24
117954,0,20
117953,0,20
117952,0,32
117951,0,0
117950,0,0
117959,0,20
117958,8,63
104452,0,0
98349,0,32
98348,8,42
118131,0,0
98343,0,20
98342,0,32
98341,8,53
98340,0,32
98347,4,45
96145,8,89
98345,0,0
98344,0,20
110075,8,63
110074,8,89
110077,8,16
92939,0,20
110071,0,0
110070,0,32
110073,0,0
110072,8,0
92932,0,20
92933,8,0
92930,4,45
92931,0,32
110079,0,32
110078,0,0
92934,0,0
118135,0,0
104302,4,45
93040,8,0
96035,0,0
104301,0,0
96033,0,32
104307,0,20
93047,0,32
104305,0,20
93049,0,32
93048,0,20
104309,0,32
96039,0,20
96038,8,23
101167,8,0
106238,4,45
106239,8,0
106234,0,32
106235,8,7
106236,8,0
106230,4,45
106231,0,32
104977,0,0
104976,3,45
104979,0,0
112537,4,87
97346,4,87
97347,0,0
97344,0,32
97345,8,63
97342,0,32
97343,0,0
97340,4,23
97341,8,0
97348,0,32
97349,0,32
99120,8,42
99121,0,32
99122,0,32
99123,8,42
99124,0,32
99125,8,0
99126,4,4
99127,8,63
99128,8,0
99129,7,41
107548,0,32
107545,4,45
107544,8,0
107547,7,87
107546,3,29
107541,0,32
107540,0,0
107543,0,0
101043,3,29
102078,3,45
102079,8,0
102072,8,0
102073,0,0
102070,0,32
102071,8,4
102076,0,32
102077,0,32
102074,0,32
102075,8,63
101041,8,0
98835,8,0
98834,0,32
98837,4,24
98836,0,0
98831,0,32
98830,8,0
98833,4,23
98832,0,20
98839,4,24
98838,0,32
108746,8,0
108747,8,0
108744,0,0
108745,0,32
108742,8,0
108743,8,0
108740,0,32
108741,8,63
104898,0,0
104899,0,20
104892,0,0
104893,0,32
104890,8,0
104891,0,32
104896,0,0
104897,0,32
104894,0,0
104895,8,0
218178,8,89
1744922,0,32
108298,0,0
108299,8,0
108290,0,0
108291,0,0
108292,8,0
108293,8,0
108294,8,0
108295,0,32
108296,0,32
108297,8,63
106793,0,32
106792,0,0
106791,0,0
106790,0,32
106795,3,40
106794,0,32
218177,0,32
103679,8,0
103678,8,42
91588,4,45
91589,8,0
103673,0,32
91587,0,20
91584,0,0
91585,8,0
91582,8,4
91583,8,0
103675,8,89
103674,8,23
1434992,0,0
103589,0,0
103588,0,0
105855,0,0
105854,0,32
105857,4,23
105851,8,0
105850,0,20
105852,8,0
105859,8,0
105858,8,0
92583,0,32
103585,4,89
92581,8,0
92580,8,63
92587,8,0
92586,0,32
92585,8,0
92584,0,0
92589,8,7
92588,0,20
103587,0,0
103586,0,20
103581,8,63
103580,8,0
103583,8,0
103582,8,0
131159,0,32
131158,0,0
131157,0,0
131156,8,23
131155,8,4
131154,0,32
131153,0,0
131152,0,20
131151,0,20
131150,8,24
92059,4,11
100329,8,42
145646,0,0
110915,8,4
145640,8,0
145641,0,0
145642,0,0
145643,4,23
92051,0,32
100321,4,23
92053,0,0
92052,0,0
92055,3,27
145649,8,0
110918,8,7
92056,8,0
95115,0,20
95114,8,89
90621,0,0
86924,0,0
86925,8,0
86926,0,0
86927,4,24
86920,0,0
86921,0,20
86922,8,0
86923,4,24
86928,3,83
86929,0,32
93936,4,24
95119,0,0
95118,0,0
93939,0,0
84786,8,0
84787,0,32
84784,0,32
84785,0,20
84782,0,32
84783,8,0
84780,8,0
84781,0,0
84788,0,32
84789,0,32
87329,8,0
87328,0,0
87325,0,0
87324,8,0
87327,0,32
87326,0,32
87321,0,0
87320,0,32
87323,0,32
87322,0,32
85789,0,0
85788,8,42
85785,8,63
85784,0,32
85787,0,32
85786,0,63
85781,0,32
85780,0,7
85783,4,63
85782,8,63
2678468,0,32
2678466,0,32
2620825,0,32
2620829,0,32
2620828,8,0
86498,0,0
86499,0,32
86494,4,24
86495,7,10
86496,3,29
86497,8,4
86490,0,32
86491,0,32
86492,0,0
86493,0,0
88928,8,42
88929,8,20
88926,0,0
88927,0,32
88924,0,89
88925,0,32
88922,0,32
88923,8,0
88920,8,23
88921,0,32
86148,0,32
86149,0,0
86142,8,89
86143,8,63
86140,8,0
86141,0,32
86146,0,20
86147,0,0
86144,4,45
86145,0,32
103449,0,0
96231,0,32
96230,4,45
96233,4,24
96232,8,0
96235,0,20
96234,0,0
96237,8,63
96236,0,0
96239,8,0
96238,0,0
1322284,4,89
89349,8,0
89348,0,32
96589,0,32
96588,0,32
96587,0,0
96586,0,32
89343,0,0
89342,4,45
89345,0,0
96582,0,32
89347,0,20
89346,0,32
88694,8,0
103531,4,4
103532,0,32
88697,0,0
88690,8,0
88691,0,32
88692,0,32
103537,0,32
103538,8,53
103539,8,89
88698,0,32
88699,0,20
111256,0,0
111257,0,32
97180,8,0
97181,8,0
97182,0,32
97183,0,0
97184,0,20
97185,8,0
97186,0,0
97187,0,32
97188,0,32
97189,8,0
99322,0,32
99323,8,23
99320,0,20
99321,0,32
99326,8,23
99327,0,0
99324,4,45
99325,8,0
99328,0,20
99329,0,0
118279,0,32
118278,0,0
111258,0,32
118273,0,32
118272,0,32
118271,0,32
111259,4,11
118277,0,32
118276,0,0
118275,8,42
118274,0,0
99498,0,32
90328,8,63
99490,0,0
90320,0,32
90323,0,32
90322,0,32
99494,8,0
90324,4,89
99496,4,89
99497,0,32
96595,0,0
100052,8,0
100053,0,0
100050,0,32
100051,0,32
100056,0,32
100057,0,20
100054,0,32
86125,0,20
100055,0,0
103446,8,0
86123,3,29
103729,0,0
1992692,0,0
103447,7,4
112091,8,42
98904,0,32
98907,8,0
98906,8,0
98901,0,32
98900,0,0
91748,7,87
91749,0,0
106809,8,0
106808,4,24
98903,0,0
94518,0,32
94519,8,63
106803,0,0
91741,4,45
91742,0,0
91743,0,32
106807,8,0
106806,3,3
106805,0,32
91747,4,45
97966,8,0
97967,8,0
97964,0,0
97965,4,23
97962,8,0
97963,3,29
97960,0,0
97961,8,0
97968,8,63
97969,8,52
92219,4,87
92218,8,0
92213,8,24
92212,4,24
92211,8,0
92210,0,32
92217,0,32
92216,0,0
92215,8,0
92214,0,0
111515,0,32
111514,8,0
111517,0,32
111516,0,32
111511,0,0
111510,8,42
111513,0,0
111512,0,0
104183,0,20
1210205,0,20
87595,0,20
99861,0,63
99860,8,0
99863,0,20
99862,0,0
99865,0,32
99864,0,32
99867,0,32
99866,0,32
99869,4,70
99868,0,32
104513,0,0
104512,8,0
104511,0,0
104510,0,32
104517,0,32
104516,3,12
104515,0,32
104514,0,32
104519,0,32
104518,0,0
105646,2,83
105647,0,32
3170730,8,0
107738,0,32
107739,0,32
107732,0,32
107733,7,6
107730,8,23
107731,8,24
107736,0,0
107737,0,32
107734,8,89
107735,4,23
109828,0,32
109829,0,32
109820,4,45
109821,8,0
109822,0,32
109823,0,0
109824,8,4
109825,8,16
109826,8,23
109827,0,0
112798,0,0
112799,4,87
112796,8,0
112797,0,32
112794,0,32
112795,8,63
112792,0,0
112793,8,0
112790,0,32
112791,0,7
93517,0,32
93516,0,89
101220,3,3
100429,4,23
93514,8,89
100423,0,32
101226,0,20
100421,0,0
100420,0,32
100427,4,24
100426,0,20
100425,8,89
101227,0,32
101224,8,0
108158,0,32
108157,8,0
108156,0,0
108155,0,32
101225,0,32
108153,0,32
108152,0,32
108151,8,23
108150,0,32
867657,0,32
1095862,0,20
103517,0,20
91263,0,32
91262,0,20
91261,4,40
91260,0,32
91267,0,32
91266,4,87
103738,8,0
103739,0,32
103736,0,0
103737,8,7
103734,0,32
103735,8,42
103732,0,20
103733,8,52
103730,0,0
103731,0,32
103431,0,32
100289,0,32
100288,0,52
100287,4,7
100286,0,20
100285,0,32
100284,4,87
100283,0,32
100282,0,32
100281,4,70
100280,0,32
103435,0,20
103434,8,63
103437,8,42
101770,0,0
101771,0,0
101772,8,0
101773,0,20
101774,8,63
101775,8,0
101776,3,29
101777,8,0
103888,0,0
103889,0,32
87958,0,20
87959,8,0
103880,0,0
87957,0,32
87954,0,0
87955,0,0
103884,4,45
87953,0,32
87950,8,0
103887,8,0
96064,4,23
101482,0,0
101483,8,0
101480,0,32
101481,0,0
101486,8,63
101487,0,32
101484,0,32
101485,0,32
101488,0,32
101489,0,20
96065,0,32
94096,8,23
96066,4,45
85082,0,32
85083,4,70
85080,3,29
85081,0,32
85086,0,0
85087,0,32
85084,4,45
85085,8,23
85088,8,0
85089,0,32
96067,0,0
111840,0,0
2670966,8,0
2670965,0,32
90964,4,24
96062,8,0
85626,4,87
85627,0,32
85624,0,0
85625,0,20
85622,8,23
85623,0,32
85620,0,0
85621,4,24
85628,0,32
85629,0,0
96063,0,32
108830,8,42
89991,0,0
89992,8,89
89993,0,0
89994,0,32
89995,0,32
89996,0,32
108837,4,23
108838,0,0
108839,8,87
87178,8,0
87179,8,0
87174,0,32
87175,0,0
87176,3,3
87177,8,0
87170,0,0
87171,0,32
87172,8,23
87173,0,32
87816,8,42
118459,8,0
118458,8,42
118453,0,32
118452,0,32
118451,4,45
118450,4,42
118457,0,32
118456,8,0
118455,0,0
118454,4,23
97036,0,32
87810,0,0
97037,8,0
95951,3,40
95950,0,32
95953,0,32
95952,0,20
95955,0,0
95954,0,0
95957,0,20
95956,7,87
95959,8,0
95958,4,87
88719,3,3
88718,0,32
97777,8,0
88711,0,20
88710,8,42
88713,8,42
88712,8,0
88715,8,0
88714,0,0
88717,0,20
88716,0,32
801110,8,52
97773,8,0
94338,4,87
94339,4,23
94336,0,32
94337,0,32
94334,0,32
94335,0,0
94332,0,0
94333,4,87
94331,0,32
90828,0,0
90829,0,32
90826,4,40
90827,8,0
90824,4,23
90825,0,0
90822,4,87
90823,4,87
90820,4,45
90821,8,0
96798,0,32
96799,0,0
96796,0,32
96797,3,3
96794,0,32
96795,8,0
96792,8,63
96793,3,27
96790,0,32
96791,0,0
97449,0,32
97448,0,0
91283,0,32
97441,0,32
97440,8,0
97443,4,23
97442,8,0
97445,8,4
97444,0,32
97447,8,0
97446,8,63
90794,0,32
90795,0,0
90796,8,89
90797,0,0
90790,8,63
90791,0,32
90792,0,32
90793,0,20
90798,0,0
90799,3,29
118338,4,87
118339,0,0
118336,0,0
118337,4,45
118334,0,32
118335,2,76
118332,0,32
118333,0,20
118330,4,23
118331,0,32
109050,0,20
2365602,0,0
99519,0,0
99518,8,63
99515,8,24
99514,0,32
99517,4,89
99516,8,89
99511,0,32
99510,8,0
99513,8,0
99512,8,0
107393,0,0
107394,0,0
92655,0,32
100169,0,0
95177,3,29
95176,0,32
95175,0,0
95174,8,0
95173,4,4
95172,0,0
95171,0,32
95170,8,63
100164,0,32
95179,8,63
95178,0,32
100165,0,32
109613,8,0
3160677,8,0
100163,8,0
112558,3,80
112559,4,7
112557,8,0
94493,0,20
94492,4,45
94491,0,0
94490,0,32
94497,8,0
91468,8,0
94495,4,87
94494,4,23
91465,0,0
91464,0,32
91467,0,32
94498,4,45
91461,4,24
91460,4,45
91463,4,11
91462,8,87
2810526,0,20
111235,0,0
111236,0,32
111237,4,45
111238,4,45
111239,0,32
110547,0,0
110546,4,74
110549,8,0
110548,0,0
107066,0,20
98679,4,24
98678,4,45
98673,0,0
98672,1,64
98671,8,0
98670,3,74
98677,8,24
98676,0,32
98675,0,0
98674,0,0
104496,0,20
104497,4,89
104494,8,0
104495,0,32
104492,8,42
104493,4,45
104490,8,0
104491,4,89
99982,0,32
99983,4,45
99980,8,0
99981,0,32
99986,4,45
99987,8,0
99984,0,32
99985,4,45
98581,0,0
98580,0,20
98583,8,23
98582,0,20
98585,0,0
98584,4,89
98587,0,20
98586,4,70
98589,4,4
98588,0,32
107063,8,0
104720,0,0
104721,3,11
104722,0,32
104723,3,40
104724,8,4
104725,0,20
104726,8,0
104727,8,0
104728,0,0
104729,8,0
107060,0,0
106380,8,0
106383,8,52
106384,4,23
106385,0,32
106386,0,7
106387,4,45
106388,4,87
102890,0,0
102891,2,83
102892,8,0
102893,4,24
102894,8,0
102895,0,20
102896,8,0
102897,8,0
102898,8,0
102899,4,23
106658,0,32
106659,4,23
106656,0,32
106657,0,0
106654,8,4
106655,8,0
102768,0,0
102769,8,63
102762,0,20
102763,0,32
102760,0,0
102761,0,0
102766,8,42
102767,0,20
102764,0,0
102765,0,20
89608,8,24
89609,0,32
112051,8,23
112050,8,89
112052,0,0
89600,4,23
89601,8,89
108582,8,0
89603,4,24
89604,0,0
89605,8,0
89606,0,32
89607,0,32
103389,0,0
103388,0,32
103383,4,24
103382,0,0
103381,0,32
103380,0,0
103387,8,0
103386,3,26
103385,0,32
103384,4,45
109679,4,23
109678,0,32
88559,4,89
88558,3,29
88553,8,0
88552,0,0
88551,0,32
109672,0,32
88557,0,20
88556,0,32
88555,0,32
88554,4,87
103969,8,0
103967,0,32
103966,0,32
103965,0,0
103964,8,0
103963,8,0
103962,8,0
103961,8,63
103960,7,24
86234,8,24
86235,0,20
86236,0,32
86237,0,32
86230,4,63
86231,8,0
86232,8,0
86233,0,32
86238,4,45
86239,0,0
101529,0,32
101528,0,0
101523,4,42
101525,8,42
101524,4,24
101527,0,0
101526,8,0
94028,0,32
94029,0,0
2399333,0,32
94024,0,20
94025,0,32
104232,7,10
104233,8,7
104230,0,0
104231,0,0
2620985,4,70
2620986,3,83
2620987,0,32
2620981,8,42
104237,4,87
104234,0,0
104235,8,53
2788684,8,63
108560,4,80
108566,0,0
89663,8,0
91762,2,40
91763,0,32
106823,4,24
106822,0,0
106825,8,0
91764,8,0
91765,8,63
94969,0,32
94968,0,20
94963,0,20
94962,8,0
94961,8,89
94960,0,0
94967,2,62
94966,0,32
94965,8,7
94964,2,72
110783,4,89
110782,4,24
110781,8,23
110780,2,83
110787,0,32
110786,8,0
110785,0,0
110784,0,32
110789,8,23
110788,0,0
111788,0,32
111789,4,89
111784,0,0
111785,4,4
111786,8,23
111787,0,0
111780,8,0
111781,0,32
111782,4,45
111783,0,0
213503,4,23
213505,0,0
213504,0,20
96613,0,20
96612,0,0
96611,0,20
96610,4,97
96617,4,89
96616,8,0
96615,0,0
96614,8,0
96619,4,23
96618,4,70
105039,8,24
105038,0,32
105033,8,0
105032,0,32
105037,0,32
105036,0,32
105035,0,32
105034,0,32
112427,0,32
94109,8,7
94108,0,20
94101,8,0
94100,0,32
94103,0,20
94102,8,0
94105,4,45
94104,8,0
94107,4,40
94106,0,32
90619,0,0
90618,4,89
90611,8,24
90610,0,32
90613,0,32
90612,8,0
90615,0,0
90614,0,0
90617,8,0
90616,0,0
112693,8,0
104813,0,0
104810,4,45
104811,0,32
112697,8,0
112696,8,0
112695,8,63
112694,8,0
112699,2,40
112698,0,0
102822,8,23
102495,8,23
99429,0,20
99428,8,87
147531,8,24
91058,2,9
91059,8,0
106719,8,42
106718,0,32
106713,8,63
106712,4,74
106711,8,0
91053,8,0
91054,0,32
91055,0,0
91056,3,29
91057,4,11
101284,8,0
99708,0,32
99709,0,32
99704,8,4
99705,8,0
99706,3,29
99707,8,89
99700,8,0
99701,0,0
99702,0,0
99703,0,32
110428,8,0
101285,4,4
109477,4,24
109476,8,0
109475,4,40
2229179,8,63
109473,0,32
109472,8,23
109471,0,32
109470,0,32
99425,8,0
109479,4,45
109478,8,63
110429,4,45
101287,0,0
107048,8,0
107049,8,0
92509,0,32
92508,0,32
107040,8,89
92502,8,0
107042,4,24
107043,4,42
92507,4,11
92506,4,11
107046,0,0
92504,0,20
105183,8,0
110998,8,0
105182,0,0
110996,0,32
110997,0,0
110994,4,24
110995,0,32
110992,4,23
105181,8,0
